customer_uid,split,recency,history,history_log1p,mens,womens,newbie,mw_count,bought_both,zip_code,channel,history_segment,history_segment_ord,treatment_arm,T,T_mens,T_womens,visit,conversion,spend
50754,train,6,355.77,5.877091316453384,0,1,1,1,0,Suburban,Web,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
50755,train,1,451.53,6.114854059284884,1,1,1,2,1,Rural,Web,4) $350 - $500,4,womens_email,1,0,1,1,0,0.0
50756,train,6,356.96,5.880421248314658,1,0,0,1,0,Suburban,Phone,4) $350 - $500,4,mens_email,1,1,0,1,0,0.0
50757,train,4,510.36,6.237073843137855,1,0,1,1,0,Rural,Web,5) $500 - $750,5,control,0,0,0,0,0,0.0
50758,train,9,102.11,4.635796379529852,0,1,1,1,0,Urban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
50759,train,8,170.53,5.144758178421734,0,1,0,1,0,Rural,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
50760,train,11,331.8,5.807541708947054,0,1,0,1,0,Suburban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
50761,test,1,217.45,5.386557155397445,0,1,1,1,0,Urban,Web,3) $200 - $350,3,control,0,0,0,0,0,0.0
50762,train,10,604.72,6.4064178330884545,1,1,1,2,1,Urban,Multichannel,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
50763,train,2,542.47,6.297974507245722,0,1,1,1,0,Urban,Web,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
50764,train,10,54.23,4.011506283913096,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50765,train,1,78.92,4.381026134340298,0,1,1,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50766,test,9,126.44,4.847645665601793,1,0,0,1,0,Urban,Web,2) $100 - $200,2,womens_email,1,0,1,1,0,0.0
50767,test,8,160.6,5.085124146086995,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
50768,train,4,117.74,4.776936228842529,1,0,0,1,0,Suburban,Phone,2) $100 - $200,2,mens_email,1,1,0,1,0,0.0
50769,test,4,29.99,3.433664571799657,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,1,0,0.0
50770,train,4,1204.45,7.094608220195309,1,0,1,1,0,Urban,Multichannel,"7) $1,000 +",7,mens_email,1,1,0,0,0,0.0
50771,train,6,341.33,5.835775184114698,1,0,0,1,0,Rural,Multichannel,3) $200 - $350,3,control,0,0,0,0,0,0.0
50772,test,1,29.99,3.433664571799657,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50773,train,7,50.27,3.9371057857956093,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50774,test,7,59.88,4.1089047135534305,0,1,1,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50775,train,1,566.26,6.340817752415979,1,0,1,1,0,Urban,Phone,5) $500 - $750,5,womens_email,1,0,1,0,0,0.0
50776,train,4,80.71,4.403176393396616,0,1,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
50777,test,3,444.7,6.09964607995251,0,1,0,1,0,Urban,Web,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
50778,test,2,29.99,3.433664571799657,1,0,1,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
50779,test,3,323.02,5.780805242282272,1,0,0,1,0,Suburban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
50780,train,1,91.48,4.5269924049240675,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50781,train,4,127.66,4.857173265982854,0,1,0,1,0,Urban,Web,2) $100 - $200,2,mens_email,1,1,0,1,0,0.0
50782,train,9,62.17,4.145829504910609,1,0,0,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,1,1,29.99
50783,train,1,29.99,3.433664571799657,1,0,1,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
50784,test,4,29.99,3.433664571799657,0,1,1,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50785,train,1,156.56,5.059806338102705,1,0,0,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
50786,test,4,220.37,5.399835509738385,1,1,0,2,1,Urban,Multichannel,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
50787,train,3,820.31,6.7109006264908455,0,1,1,1,0,Urban,Web,"6) $750 - $1,000",6,mens_email,1,1,0,0,0,0.0
50788,test,9,29.99,3.433664571799657,1,0,1,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50789,test,9,37.08,3.6396892099231644,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50790,train,11,29.99,3.433664571799657,0,1,1,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50791,train,6,531.2,6.277019358543589,1,0,1,1,0,Urban,Phone,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
50792,test,9,78.86,4.380275101635076,0,1,1,1,0,Urban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50793,train,2,217.95,5.388843393247408,1,1,1,2,1,Suburban,Phone,3) $200 - $350,3,mens_email,1,1,0,1,0,0.0
50794,train,1,117.65,4.776177982881773,1,0,1,1,0,Urban,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
50795,test,3,688.2,6.5355315046537745,0,1,1,1,0,Suburban,Multichannel,5) $500 - $750,5,womens_email,1,0,1,0,0,0.0
50796,test,5,745.18,6.614966857962038,0,1,1,1,0,Suburban,Web,5) $500 - $750,5,womens_email,1,0,1,1,0,0.0
50797,train,3,36.46,3.6232736970159425,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50798,train,2,610.5,6.415914955127227,1,0,1,1,0,Rural,Multichannel,5) $500 - $750,5,control,0,0,0,0,0,0.0
50799,train,11,29.99,3.433664571799657,0,1,0,1,0,Rural,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50800,train,9,29.99,3.433664571799657,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
50801,train,7,74.35,4.3221439250725044,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
50802,train,2,458.19,6.12946406776475,0,1,0,1,0,Suburban,Web,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
50803,train,7,63.14,4.161068194265009,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,1,0,0.0
50804,train,3,29.99,3.433664571799657,0,1,1,1,0,Rural,Web,1) $0 - $100,1,control,0,0,0,1,0,0.0
50805,test,9,29.99,3.433664571799657,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50806,train,4,541.66,6.296482972806629,1,1,1,2,1,Rural,Web,5) $500 - $750,5,mens_email,1,1,0,1,0,0.0
50807,train,2,184.42,5.222623522178837,1,0,0,1,0,Urban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
50808,test,11,203.94,5.322717253371572,0,1,0,1,0,Suburban,Multichannel,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
50809,train,2,1000.15,6.908904618238658,0,1,1,1,0,Suburban,Multichannel,"7) $1,000 +",7,womens_email,1,0,1,0,0,0.0
50810,train,1,98.15,4.5966338549658055,1,0,1,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50811,train,6,49.81,3.9280931856056407,1,0,1,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50812,train,9,30.25,3.4420193761824107,1,0,1,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50813,train,9,81.02,4.406963119963913,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50814,test,6,41.33,3.745496054532832,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,1,0,0.0
50815,train,4,281.42,5.643395324641106,0,1,1,1,0,Urban,Web,3) $200 - $350,3,control,0,0,0,0,0,0.0
50816,test,3,511.51,6.239320223017325,0,1,1,1,0,Urban,Phone,5) $500 - $750,5,womens_email,1,0,1,0,0,0.0
50817,train,2,68.61,4.242908235180575,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50818,train,8,46.13,3.8529097409356394,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,1,0,0.0
50819,test,4,75.67,4.339510497570803,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50820,train,2,470.44,6.155791840529658,0,1,0,1,0,Suburban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
50821,train,2,41.68,3.7537304264335525,1,0,1,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50822,train,9,437.82,6.084089306213804,0,1,0,1,0,Rural,Web,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
50823,train,10,241.84,5.492402790262234,1,0,0,1,0,Urban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
50824,train,10,29.99,3.433664571799657,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50825,train,8,696.95,6.548147466958767,1,0,1,1,0,Suburban,Multichannel,5) $500 - $750,5,control,0,0,0,0,0,0.0
50826,train,6,159.06,5.0755487449389,0,1,0,1,0,Urban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
50827,train,6,320.66,5.773495087067501,0,1,1,1,0,Suburban,Phone,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
50828,test,10,133.63,4.902530274991143,1,0,0,1,0,Urban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
50829,train,4,29.99,3.433664571799657,0,1,1,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50830,train,1,94.37,4.557764063590821,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
50831,test,12,187.56,5.239416258627876,1,0,0,1,0,Urban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
50832,test,10,29.99,3.433664571799657,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50833,train,9,29.99,3.433664571799657,1,0,0,1,0,Rural,Phone,1) $0 - $100,1,womens_email,1,0,1,1,0,0.0
50834,test,6,29.99,3.433664571799657,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,1,0,0.0
50835,train,2,73.17,4.306359755748467,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,1,0,0.0
50836,test,1,196.34,5.28492812942902,1,0,1,1,0,Suburban,Phone,2) $100 - $200,2,mens_email,1,1,0,1,0,0.0
50837,train,1,1264.71,7.143388508533566,1,1,1,2,1,Suburban,Phone,"7) $1,000 +",7,control,0,0,0,1,0,0.0
50838,train,1,149.99,5.017213609456379,1,0,1,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
50839,test,2,781.39,6.662353337452833,0,1,1,1,0,Urban,Multichannel,"6) $750 - $1,000",6,mens_email,1,1,0,0,0,0.0
50840,train,2,172.99,5.1589978262986245,0,1,0,1,0,Suburban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
50841,test,4,111.05,4.718945200246936,1,0,1,1,0,Urban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
50842,train,4,265.5,5.585374243605899,0,1,1,1,0,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
50843,train,10,53.64,4.0007662152625345,0,1,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
50844,test,1,29.99,3.433664571799657,1,0,1,1,0,Urban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50845,test,4,177.12,5.182457480453501,0,1,0,1,0,Urban,Phone,2) $100 - $200,2,womens_email,1,0,1,1,0,0.0
50846,train,4,125.84,4.842926449670147,1,0,1,1,0,Rural,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
50847,train,4,92.57,4.5387098192878215,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50848,train,6,94.64,4.560591142590124,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50849,train,1,34.86,3.5796224681769866,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50850,train,1,261.59,5.570593880412456,0,1,0,1,0,Urban,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
50851,train,1,311.71,5.74527624348556,0,1,0,1,0,Suburban,Multichannel,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
50852,train,8,29.99,3.433664571799657,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50853,test,7,51.12,3.953548752256644,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50854,test,2,162.8,5.098646171418969,0,1,0,1,0,Suburban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
50855,train,5,129.43,4.8708366843821915,0,1,1,1,0,Urban,Phone,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
50856,test,10,145.04,4.983880556787436,0,1,0,1,0,Urban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
50857,train,3,648.0,6.47543271670409,1,0,1,1,0,Suburban,Multichannel,5) $500 - $750,5,womens_email,1,0,1,0,0,0.0
50858,train,1,29.99,3.433664571799657,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50859,train,6,79.73,4.391110253406924,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50860,train,7,29.99,3.433664571799657,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50861,train,8,563.03,6.335107441572803,0,1,1,1,0,Suburban,Multichannel,5) $500 - $750,5,womens_email,1,0,1,0,0,0.0
50862,train,2,202.88,5.317531585471841,1,0,0,1,0,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,1,0,0.0
50863,train,10,89.14,4.501364017262502,1,0,1,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50864,train,10,223.72,5.414855182795988,1,1,0,2,1,Urban,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
50865,train,3,223.32,5.413073603846225,1,1,1,2,1,Urban,Multichannel,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
50866,train,12,64.49,4.181897459229962,0,1,1,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50867,train,10,487.72,6.1917897283415115,0,1,1,1,0,Suburban,Web,4) $350 - $500,4,mens_email,1,1,0,1,0,0.0
50868,train,6,809.44,6.697577310057951,1,0,1,1,0,Suburban,Multichannel,"6) $750 - $1,000",6,control,0,0,0,0,0,0.0
50869,train,2,670.05,6.508843649843815,1,0,1,1,0,Urban,Multichannel,5) $500 - $750,5,control,0,0,0,0,0,0.0
50870,train,1,76.32,4.34795265434013,1,0,1,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50871,train,1,607.95,6.41173616253312,1,0,1,1,0,Suburban,Multichannel,5) $500 - $750,5,womens_email,1,0,1,0,0,0.0
50872,test,1,77.08,4.357733942104837,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50873,train,11,76.6,4.351567427189173,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50874,train,5,29.99,3.433664571799657,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
50875,train,5,367.69,5.909956182550611,1,0,0,1,0,Rural,Web,4) $350 - $500,4,womens_email,1,0,1,1,0,0.0
50876,train,9,110.39,4.713037556857098,0,1,1,1,0,Urban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
50877,train,1,107.75,4.689051669968793,1,0,1,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
50878,train,4,100.45,4.619566066271823,1,0,1,1,0,Rural,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
50879,train,3,77.18,4.359013860364809,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50880,train,1,402.71,6.00069679842156,1,0,0,1,0,Urban,Phone,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
50881,train,3,354.45,5.873384592375492,1,0,0,1,0,Urban,Multichannel,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
50882,train,1,654.97,6.4861150561910454,1,1,1,2,1,Urban,Web,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
50883,train,10,36.74,3.630720539940404,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50884,train,6,29.99,3.433664571799657,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50885,test,4,197.89,5.292751908075155,0,1,1,1,0,Suburban,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
50886,test,7,204.07,5.323351384267679,1,0,0,1,0,Rural,Multichannel,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
50887,train,10,365.44,5.903834797147008,0,1,0,1,0,Suburban,Web,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
50888,train,11,86.47,4.471295877431763,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
50889,train,5,40.56,3.727138166231027,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50890,train,1,466.9,6.148254597872171,1,1,1,2,1,Suburban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
50891,train,3,29.99,3.433664571799657,0,1,0,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50892,train,5,400.76,5.995854895409275,0,1,0,1,0,Rural,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
50893,train,2,294.3,5.687991788749877,0,1,1,1,0,Urban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
50894,train,3,268.86,5.5979033060026415,1,1,0,2,1,Urban,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
50895,train,8,35.3,3.591817741270805,0,1,0,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
50896,train,2,528.8,6.272499576837969,0,1,1,1,0,Urban,Phone,5) $500 - $750,5,womens_email,1,0,1,1,0,0.0
50897,train,2,58.71,4.089499510558901,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
50898,train,2,29.99,3.433664571799657,0,1,0,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50899,test,5,367.15,5.908490463814726,0,1,0,1,0,Urban,Phone,4) $350 - $500,4,womens_email,1,0,1,0,0,0.0
50900,train,1,218.56,5.3916255436816884,1,0,0,1,0,Suburban,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
50901,train,6,266.48,5.589044797185778,1,0,0,1,0,Rural,Phone,3) $200 - $350,3,control,0,0,0,0,0,0.0
50902,test,12,50.89,3.949126093379648,1,0,1,1,0,Rural,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50903,train,4,169.91,5.141137102160414,1,0,1,1,0,Rural,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
50904,test,11,255.67,5.547791213108276,1,0,0,1,0,Suburban,Multichannel,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
50905,train,9,84.78,4.451785879088734,1,0,0,1,0,Rural,Phone,1) $0 - $100,1,control,0,0,0,1,1,72.05
50906,train,7,33.28,3.534562093729579,1,0,1,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50907,train,10,29.99,3.433664571799657,0,1,1,1,0,Urban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50908,train,9,30.24,3.441699324971485,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50909,train,2,29.99,3.433664571799657,0,1,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50910,train,11,29.99,3.433664571799657,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50911,train,2,213.51,5.368356357328011,0,1,1,1,0,Suburban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
50912,train,2,823.58,6.714874165794815,1,1,1,2,1,Suburban,Phone,"6) $750 - $1,000",6,control,0,0,0,0,0,0.0
50913,train,3,246.39,5.5109660387695945,1,0,0,1,0,Urban,Web,3) $200 - $350,3,mens_email,1,1,0,0,0,0.0
50914,train,10,80.84,4.404766121643371,0,1,1,1,0,Rural,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50915,train,5,493.45,6.203446033716,1,0,0,1,0,Rural,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
50916,test,9,280.01,5.638390255889149,1,0,0,1,0,Suburban,Multichannel,3) $200 - $350,3,control,0,0,0,0,0,0.0
50917,train,10,56.71,4.055430468722875,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50918,test,1,831.33,6.724228996797877,1,0,1,1,0,Rural,Web,"6) $750 - $1,000",6,mens_email,1,1,0,0,0,0.0
50919,train,7,66.7,4.215086179918229,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50920,train,9,73.02,4.30433532695801,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,control,0,0,0,0,0,0.0
50921,train,1,179.65,5.196561457593649,0,1,0,1,0,Urban,Phone,2) $100 - $200,2,mens_email,1,1,0,1,0,0.0
50922,train,11,112.96,4.735847509629708,1,0,1,1,0,Rural,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
50923,train,1,1416.06,7.256339581772364,1,1,1,2,1,Suburban,Multichannel,"7) $1,000 +",7,control,0,0,0,0,0,0.0
50924,train,4,374.5,5.928258471204189,1,0,0,1,0,Suburban,Phone,4) $350 - $500,4,mens_email,1,1,0,1,0,0.0
50925,train,6,40.33,3.721588628523641,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,1,0,0.0
50926,train,6,283.59,5.651049548003997,1,1,0,2,1,Rural,Phone,3) $200 - $350,3,control,0,0,0,1,0,0.0
50927,train,3,78.62,4.377265317572172,0,1,0,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50928,test,1,123.69,4.825830657008495,0,1,0,1,0,Rural,Web,2) $100 - $200,2,control,0,0,0,0,0,0.0
50929,train,10,32.08,3.4989288701554906,1,0,0,1,0,Urban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50930,train,7,534.24,6.282715244436788,0,1,1,1,0,Urban,Phone,5) $500 - $750,5,control,0,0,0,0,0,0.0
50931,train,1,222.64,5.410037616158444,1,0,1,1,0,Urban,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
50932,train,4,460.01,6.133419734735351,0,1,0,1,0,Suburban,Multichannel,4) $350 - $500,4,control,0,0,0,0,0,0.0
50933,train,2,29.99,3.433664571799657,0,1,0,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50934,train,1,173.21,5.160261468052068,0,1,1,1,0,Urban,Phone,2) $100 - $200,2,control,0,0,0,0,0,0.0
50935,train,3,760.35,6.635093173286742,0,1,1,1,0,Urban,Multichannel,"6) $750 - $1,000",6,mens_email,1,1,0,0,0,0.0
50936,train,4,553.62,6.318283194558144,1,1,1,2,1,Urban,Web,5) $500 - $750,5,control,0,0,0,0,0,0.0
50937,train,5,68.31,4.238589195929893,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50938,train,2,168.75,5.1343267664388055,0,1,1,1,0,Urban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
50939,test,7,172.21,5.154504731182189,0,1,1,1,0,Suburban,Web,2) $100 - $200,2,mens_email,1,1,0,0,0,0.0
50940,train,2,96.09,4.575638383382054,1,0,1,1,0,Urban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50941,train,5,39.83,3.709417105331484,0,1,1,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50942,train,1,29.99,3.433664571799657,1,0,1,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50943,train,4,77.92,4.368434681154414,0,1,1,1,0,Rural,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50944,train,7,396.71,5.985723096478868,1,0,1,1,0,Urban,Phone,4) $350 - $500,4,mens_email,1,1,0,0,0,0.0
50945,train,10,41.49,3.7492687541267204,1,0,0,1,0,Rural,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50946,test,12,29.99,3.433664571799657,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50947,train,3,29.99,3.433664571799657,1,0,0,1,0,Urban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50948,train,5,77.25,4.359908829420263,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50949,train,10,49.74,3.9267145541711357,1,0,0,1,0,Suburban,Phone,1) $0 - $100,1,mens_email,1,1,0,0,0,0.0
50950,train,10,303.27,5.717915465122114,1,0,0,1,0,Urban,Multichannel,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
50951,train,2,84.52,4.4487502667167895,1,0,1,1,0,Suburban,Phone,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50952,train,3,50.92,3.9497040723958348,1,0,0,1,0,Suburban,Web,1) $0 - $100,1,womens_email,1,0,1,0,0,0.0
50953,train,7,603.78,6.4048647555354705,1,0,1,1,0,Urban,Web,5) $500 - $750,5,mens_email,1,1,0,0,0,0.0
50954,train,1,607.61,6.411177668481348,1,1,1,2,1,Urban,Multichannel,5) $500 - $750,5,control,0,0,0,0,0,0.0
50955,train,10,131.5,4.886582645426277,0,1,1,1,0,Rural,Phone,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
50956,train,6,48.5,3.901972669574645,0,1,0,1,0,Suburban,Web,1) $0 - $100,1,control,0,0,0,0,0,0.0
50957,train,1,1151.99,7.050113847204562,1,1,1,2,1,Urban,Web,"7) $1,000 +",7,control,0,0,0,1,0,0.0
50958,train,9,239.15,5.481263728110833,0,1,0,1,0,Suburban,Web,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
50959,train,10,436.83,6.081830707181454,1,0,1,1,0,Urban,Web,4) $350 - $500,4,control,0,0,0,0,0,0.0
50960,train,7,306.61,5.728832746855984,0,1,1,1,0,Suburban,Phone,3) $200 - $350,3,womens_email,1,0,1,0,0,0.0
50961,train,3,413.0,6.025865973825314,0,1,1,1,0,Rural,Phone,4) $350 - $500,4,control,0,0,0,1,0,0.0
50962,train,7,152.72,5.035132765696643,1,0,0,1,0,Urban,Web,2) $100 - $200,2,womens_email,1,0,1,0,0,0.0
